noms,annees,remuneration,type
sorre-bertrand,2014.0,0.0,Brut
sorre-bertrand,2015.0,0.0,Brut
sorre-bertrand,2016.0,0.0,Brut
sorre-bertrand,2014.0,2481.0,Brut
sorre-bertrand,2015.0,16008.0,Net
sorre-bertrand,2016.0,10142.0,Brut
sorre-bertrand,2013.0,10035.0,Brut
sorre-bertrand,2012.0,10035.0,Brut
sorre-bertrand,2011.0,10035.0,Brut
sorre-bertrand,2017.0,1394.0,Brut
sorre-bertrand,2016.0,4200.0,Net
sorre-bertrand,2015.0,4160.0,Net
sorre-bertrand,2014.0,4140.0,Net
sorre-bertrand,2013.0,2208.0,Net
sorre-bertrand,2012.0,2208.0,Net
sorre-bertrand,2011.0,2220.0,Net
sorre-bertrand,2016.0,2880.0,Net
sorre-bertrand,2015.0,2880.0,Net
sorre-bertrand,2014.0,1440.0,Net
travert-stephane,2012.0,77586.0,Brut
travert-stephane,2013.0,75351.0,Brut
travert-stephane,2014.0,75095.0,Brut
travert-stephane,2015.0,72678.0,Brut
travert-stephane,2016.0,67237.0,Brut
travert-stephane,2017.0,42842.0,Brut
travert-stephane,2017.0,89759.0,Net
travert-stephane,2018.0,91463.0,Net
travert-stephane,2012.0,26796.0,Brut
travert-stephane,2013.0,50262.0,Brut
travert-stephane,2014.0,50006.0,Brut
travert-stephane,2015.0,49680.0,Brut
travert-stephane,2016.0,45347.0,Brut
travert-stephane,2017.0,31829.0,Brut
travert-stephane,2012.0,24044.0,Brut
travert-stephane,2013.0,25089.0,Brut
travert-stephane,2014.0,25089.0,Brut
travert-stephane,2015.0,22998.0,Brut
travert-stephane,2016.0,21890.0,Brut
travert-stephane,2017.0,11553.0,Brut
louwagie-veronique,2011.0,97977.0,Net
louwagie-veronique,2012.0,74234.0,Net
louwagie-veronique,2013.0,52975.0,Net
louwagie-veronique,2014.0,53165.0,Net
louwagie-veronique,2015.0,51233.0,Net
louwagie-veronique,2016.0,51174.0,Net
louwagie-veronique,2017.0,17137.0,Net
louwagie-veronique,2011.0,38480.0,Net
louwagie-veronique,2012.0,41216.0,Net
louwagie-veronique,2013.0,94739.0,Net
louwagie-veronique,2014.0,0.0,Net
louwagie-veronique,2015.0,3456.0,Net
louwagie-veronique,2016.0,10262.0,Net
louwagie-veronique,2017.0,0.0,Net
louwagie-veronique,2011.0,97977.0,Net
louwagie-veronique,2012.0,74234.0,Net
louwagie-veronique,2013.0,52975.0,Net
louwagie-veronique,2014.0,53165.0,Net
louwagie-veronique,2015.0,51233.0,Net
louwagie-veronique,2016.0,51174.0,Net
louwagie-veronique,2017.0,0.0,Net
louwagie-veronique,2011.0,0.0,Net
louwagie-veronique,2012.0,0.0,Net
louwagie-veronique,2013.0,0.0,Net
louwagie-veronique,2014.0,0.0,Net
louwagie-veronique,2015.0,0.0,Net
louwagie-veronique,2016.0,0.0,Net
louwagie-veronique,2017.0,0.0,Net
louwagie-veronique,2011.0,0.0,Net
louwagie-veronique,2012.0,0.0,Net
louwagie-veronique,2013.0,0.0,Net
louwagie-veronique,2014.0,0.0,Net
louwagie-veronique,2015.0,0.0,Net
louwagie-veronique,2016.0,0.0,Net
louwagie-veronique,2017.0,0.0,Net
louwagie-veronique,2011.0,0.0,Net
louwagie-veronique,2012.0,0.0,Net
louwagie-veronique,2013.0,0.0,Net
louwagie-veronique,2014.0,0.0,Net
louwagie-veronique,2015.0,0.0,Net
louwagie-veronique,2016.0,0.0,Net
louwagie-veronique,2017.0,0.0,Net
louwagie-veronique,2011.0,0.0,Net
louwagie-veronique,2012.0,0.0,Net
louwagie-veronique,2013.0,0.0,Net
louwagie-veronique,2014.0,0.0,Net
louwagie-veronique,2015.0,0.0,Net
louwagie-veronique,2016.0,0.0,Net
louwagie-veronique,2017.0,0.0,Net
louwagie-veronique,2011.0,0.0,Net
louwagie-veronique,2012.0,0.0,Net
louwagie-veronique,2013.0,0.0,Net
louwagie-veronique,2014.0,0.0,Net
louwagie-veronique,2015.0,0.0,Net
louwagie-veronique,2016.0,0.0,Net
louwagie-veronique,2017.0,0.0,Net
louwagie-veronique,2011.0,0.0,Net
louwagie-veronique,2012.0,0.0,Net
louwagie-veronique,2013.0,0.0,Net
louwagie-veronique,2014.0,0.0,Net
louwagie-veronique,2015.0,0.0,Net
louwagie-veronique,2016.0,0.0,Net
louwagie-veronique,2017.0,0.0,Net
louwagie-veronique,2011.0,0.0,Net
louwagie-veronique,2012.0,0.0,Net
louwagie-veronique,2013.0,0.0,Net
louwagie-veronique,2014.0,0.0,Net
louwagie-veronique,2015.0,0.0,Net
louwagie-veronique,2016.0,0.0,Net
louwagie-veronique,2017.0,0.0,Net
louwagie-veronique,2011.0,0.0,Net
louwagie-veronique,2012.0,0.0,Net
louwagie-veronique,2013.0,0.0,Net
louwagie-veronique,2014.0,0.0,Net
louwagie-veronique,2015.0,0.0,Net
louwagie-veronique,2016.0,0.0,Net
louwagie-veronique,2017.0,0.0,Net
louwagie-veronique,2014.0,10819.0,Brut
louwagie-veronique,2015.0,14426.0,Brut
louwagie-veronique,2016.0,14469.0,Brut
louwagie-veronique,2017.0,6850.0,Brut
louwagie-veronique,2017.0,4592.0,Brut
nury-jerome,2012.0,0.0,Brut
nury-jerome,2013.0,0.0,Brut
nury-jerome,2014.0,0.0,Brut
nury-jerome,2015.0,0.0,Brut
nury-jerome,2016.0,0.0,Brut
nury-jerome,2017.0,0.0,Brut
nury-jerome,2014.0,0.0,Brut
nury-jerome,2015.0,0.0,Brut
nury-jerome,2016.0,0.0,Brut
nury-jerome,2017.0,0.0,Brut
nury-jerome,2011.0,0.0,Brut
nury-jerome,2012.0,0.0,Brut
nury-jerome,2013.0,0.0,Brut
nury-jerome,2014.0,0.0,Brut
nury-jerome,2015.0,0.0,Brut
nury-jerome,2016.0,0.0,Brut
nury-jerome,2017.0,0.0,Brut
nury-jerome,2011.0,0.0,Brut
nury-jerome,2012.0,0.0,Brut
nury-jerome,2013.0,0.0,Brut
nury-jerome,2014.0,0.0,Brut
nury-jerome,2015.0,0.0,Brut
nury-jerome,2016.0,0.0,Brut
nury-jerome,2017.0,0.0,Brut
nury-jerome,2014.0,17400.0,Brut
nury-jerome,2015.0,17500.0,Brut
nury-jerome,2016.0,17500.0,Brut
nury-jerome,2017.0,8700.0,Brut
nury-jerome,2014.0,18000.0,Net
nury-jerome,2015.0,18000.0,Net
nury-jerome,2016.0,18000.0,Net
nury-jerome,2017.0,9000.0,Net
nury-jerome,2015.0,26974.0,Net
nury-jerome,2016.0,26500.0,Net
nury-jerome,2017.0,13242.0,Net
pueyo-joaquim,2012.0,26796.0,Net
pueyo-joaquim,2013.0,50262.0,Net
pueyo-joaquim,2014.0,50006.0,Net
pueyo-joaquim,2015.0,49680.0,Net
pueyo-joaquim,2016.0,49483.0,Net
pueyo-joaquim,2017.0,33595.0,Net
pueyo-joaquim,2012.0,15609.0,Net
pueyo-joaquim,2013.0,23851.0,Net
pueyo-joaquim,2014.0,23851.0,Net
pueyo-joaquim,2015.0,24373.0,Net
pueyo-joaquim,2016.0,24194.0,Net
pueyo-joaquim,2017.0,12946.0,Net
adam-damien,2016.0,30954.0,Brut
adam-damien,2017.0,16491.0,Brut
adam-damien,2014.0,6000.0,Brut
adam-damien,2015.0,29500.0,Brut
adam-damien,2016.0,2333.0,Brut
adam-damien,2016.0,6000.0,Net
adam-damien,2012.0,4500.0,Net
adam-damien,2013.0,4500.0,Net
batut-xavier,2015.0,40479.0,Brut
batut-xavier,2016.0,52073.0,Brut
batut-xavier,2017.0,28001.0,Brut
batut-xavier,2011.0,51454.0,Brut
batut-xavier,2012.0,50874.0,Brut
batut-xavier,2013.0,50257.0,Brut
batut-xavier,2014.0,37003.0,Brut
bouillon-christophe,2014.0,2322.0,Brut
bouillon-christophe,2014.0,0.0,Net
bouillon-christophe,2015.0,0.0,Net
bouillon-christophe,2016.0,60.0,Net
bouillon-christophe,2017.0,0.0,Net
bouillon-christophe,2013.0,0.0,Net
bouillon-christophe,2014.0,0.0,Net
bouillon-christophe,2015.0,0.0,Net
bouillon-christophe,2016.0,0.0,Net
bouillon-christophe,2017.0,0.0,Net
bouillon-christophe,2018.0,0.0,Net
bouillon-christophe,2015.0,0.0,Net
bouillon-christophe,2016.0,0.0,Net
bouillon-christophe,2017.0,0.0,Net
bouillon-christophe,2018.0,0.0,Net
bouillon-christophe,2015.0,20560.0,Net
bouillon-christophe,2016.0,27539.0,Net
bouillon-christophe,2017.0,12844.0,Net
bouillon-christophe,2012.0,48434.0,Net
bouillon-christophe,2013.0,48471.0,Net
bouillon-christophe,2014.0,47958.0,Net
bouillon-christophe,2015.0,47307.0,Net
bouillon-christophe,2016.0,45465.0,Net
bouillon-christophe,2017.0,31111.0,Net
firmin-le-bodo-agnes,2012.0,190044.0,Net
firmin-le-bodo-agnes,2013.0,123381.0,Net
firmin-le-bodo-agnes,2014.0,156155.0,Net
firmin-le-bodo-agnes,2015.0,139082.0,Net
firmin-le-bodo-agnes,2016.0,136972.0,Net
firmin-le-bodo-agnes,2017.0,60000.0,Net
firmin-le-bodo-agnes,2012.0,4000.0,Net
firmin-le-bodo-agnes,2013.0,4000.0,Net
firmin-le-bodo-agnes,2014.0,4000.0,Net
firmin-le-bodo-agnes,2015.0,4000.0,Net
firmin-le-bodo-agnes,2016.0,4000.0,Net
firmin-le-bodo-agnes,2017.0,4000.0,Net
firmin-le-bodo-agnes,2015.0,0.0,Net
firmin-le-bodo-agnes,2016.0,0.0,Net
firmin-le-bodo-agnes,2017.0,0.0,Net
firmin-le-bodo-agnes,2012.0,0.0,Net
firmin-le-bodo-agnes,2013.0,0.0,Net
firmin-le-bodo-agnes,2014.0,0.0,Net
firmin-le-bodo-agnes,2012.0,0.0,Net
firmin-le-bodo-agnes,2013.0,0.0,Net
firmin-le-bodo-agnes,2014.0,0.0,Net
firmin-le-bodo-agnes,2015.0,0.0,Net
firmin-le-bodo-agnes,2016.0,0.0,Net
firmin-le-bodo-agnes,2017.0,0.0,Net
firmin-le-bodo-agnes,2015.0,0.0,Net
firmin-le-bodo-agnes,2016.0,0.0,Net
firmin-le-bodo-agnes,2017.0,0.0,Net
firmin-le-bodo-agnes,2015.0,0.0,Net
firmin-le-bodo-agnes,2016.0,0.0,Net
firmin-le-bodo-agnes,2017.0,0.0,Net
firmin-le-bodo-agnes,2017.0,0.0,Net
firmin-le-bodo-agnes,2014.0,0.0,Net
firmin-le-bodo-agnes,2015.0,0.0,Net
firmin-le-bodo-agnes,2016.0,0.0,Net
firmin-le-bodo-agnes,2017.0,0.0,Net
firmin-le-bodo-agnes,2015.0,0.0,Net
firmin-le-bodo-agnes,2016.0,0.0,Net
firmin-le-bodo-agnes,2017.0,0.0,Net
firmin-le-bodo-agnes,2018.0,0.0,Brut
firmin-le-bodo-agnes,2019.0,0.0,Brut
firmin-le-bodo-agnes,2012.0,80000.0,Net
firmin-le-bodo-agnes,2013.0,80000.0,Net
firmin-le-bodo-agnes,2014.0,80232.0,Net
firmin-le-bodo-agnes,2015.0,85762.0,Net
firmin-le-bodo-agnes,2016.0,87888.0,Net
firmin-le-bodo-agnes,2017.0,43000.0,Net
jumel-sebastien,2015.0,165.0,Brut
jumel-sebastien,2016.0,165.0,Brut
jumel-sebastien,2017.0,0.0,Net
jumel-sebastien,2018.0,0.0,Net
jumel-sebastien,2019.0,0.0,Net
jumel-sebastien,2017.0,0.0,Net
jumel-sebastien,2018.0,0.0,Net
jumel-sebastien,2019.0,0.0,Net
jumel-sebastien,2011.0,710.0,Brut
jumel-sebastien,2012.0,8530.0,Brut
jumel-sebastien,2013.0,8530.0,Brut
jumel-sebastien,2014.0,7196.0,Brut
jumel-sebastien,2015.0,6609.0,Brut
jumel-sebastien,2016.0,6629.0,Brut
jumel-sebastien,2017.0,3361.0,Brut
jumel-sebastien,2011.0,59941.0,Brut
jumel-sebastien,2012.0,51798.0,Brut
jumel-sebastien,2013.0,48822.0,Brut
jumel-sebastien,2014.0,56311.0,Brut
jumel-sebastien,2015.0,59302.0,Brut
jumel-sebastien,2016.0,58488.0,Brut
jumel-sebastien,2017.0,27019.0,Brut
jumel-sebastien,2015.0,0.0,Brut
jumel-sebastien,2016.0,24955.0,Brut
jumel-sebastien,2017.0,8451.0,Brut
jumel-sebastien,2011.0,41511.0,Brut
jumel-sebastien,2012.0,41511.0,Brut
jumel-sebastien,2013.0,41511.0,Brut
jumel-sebastien,2014.0,41511.0,Brut
jumel-sebastien,2015.0,10493.0,Brut
jumel-sebastien,2011.0,9146.0,Brut
jumel-sebastien,2012.0,9146.0,Brut
jumel-sebastien,2013.0,9146.0,Brut
jumel-sebastien,2014.0,2667.0,Brut
jumel-sebastien,2015.0,0.0,Brut
jumel-sebastien,2016.0,0.0,Brut
jumel-sebastien,2017.0,0.0,Brut
kerbarh-stephanie,2011.0,22225.0,Net
kerbarh-stephanie,2012.0,28051.0,Net
kerbarh-stephanie,2013.0,27809.0,Net
kerbarh-stephanie,2014.0,26224.0,Net
kerbarh-stephanie,2015.0,21188.0,Net
kerbarh-stephanie,2014.0,0.0,Brut
kerbarh-stephanie,2015.0,0.0,Brut
kerbarh-stephanie,2016.0,10795.0,Brut
kerbarh-stephanie,2017.0,11264.0,Brut
lecoq-jean-paul,2012.0,4938.0,Brut
lecoq-jean-paul,2013.0,9876.0,Brut
lecoq-jean-paul,2014.0,9876.0,Brut
lecoq-jean-paul,2015.0,9880.0,Brut
lecoq-jean-paul,2016.0,9910.0,Brut
lecoq-jean-paul,2017.0,5100.0,Brut
lecoq-jean-paul,2012.0,15400.0,Brut
lecoq-jean-paul,2013.0,33060.0,Brut
lecoq-jean-paul,2014.0,33060.0,Brut
lecoq-jean-paul,2015.0,33072.0,Brut
lecoq-jean-paul,2016.0,33171.0,Brut
lecoq-jean-paul,2017.0,14901.0,Brut
lecoq-jean-paul,2012.0,16710.0,Brut
lecoq-jean-paul,2013.0,28848.0,Brut
lecoq-jean-paul,2014.0,28848.0,Brut
lecoq-jean-paul,2015.0,28853.0,Brut
lecoq-jean-paul,2016.0,28939.0,Brut
lecoq-jean-paul,2017.0,15000.0,Brut
lecoq-jean-paul,2015.0,22155.0,Brut
lecoq-jean-paul,2016.0,29740.0,Brut
lecoq-jean-paul,2017.0,15080.0,Brut
lecoq-jean-paul,2017.0,1250.0,Net
lecoq-jean-paul,2018.0,2519.0,Net
sylla-sira,2014.0,26599.0,Brut
sylla-sira,2015.0,40853.0,Brut
sylla-sira,2016.0,53373.0,Brut
sylla-sira,2017.0,21981.0,Brut
sylla-sira,2017.0,0.0,Brut
vidal-annie,2012.0,40496.0,Net
vidal-annie,2013.0,44148.0,Net
vidal-annie,2014.0,46719.0,Net
vidal-annie,2015.0,47064.0,Net
vidal-annie,2016.0,51518.0,Net
vidal-annie,2017.0,26708.0,Net
vidal-annie,2014.0,0.0,Net
vidal-annie,2015.0,0.0,Net
vidal-annie,2016.0,0.0,Net
vidal-annie,2017.0,0.0,Net
wulfranc-hubert,2011.0,0.0,Net
wulfranc-hubert,2012.0,0.0,Net
wulfranc-hubert,2013.0,0.0,Net
wulfranc-hubert,2014.0,0.0,Net
wulfranc-hubert,2015.0,0.0,Net
wulfranc-hubert,2016.0,0.0,Net
wulfranc-hubert,2017.0,0.0,Net
wulfranc-hubert,2011.0,0.0,Net
wulfranc-hubert,2012.0,0.0,Net
wulfranc-hubert,2013.0,0.0,Net
wulfranc-hubert,2014.0,0.0,Net
wulfranc-hubert,2015.0,0.0,Net
wulfranc-hubert,2016.0,0.0,Net
wulfranc-hubert,2017.0,0.0,Net
wulfranc-hubert,2011.0,0.0,Net
wulfranc-hubert,2012.0,0.0,Net
wulfranc-hubert,2013.0,0.0,Net
wulfranc-hubert,2014.0,0.0,Net
wulfranc-hubert,2015.0,0.0,Net
wulfranc-hubert,2016.0,0.0,Net
wulfranc-hubert,2017.0,0.0,Net
wulfranc-hubert,2011.0,33730.0,Net
wulfranc-hubert,2012.0,33730.0,Net
wulfranc-hubert,2013.0,33730.0,Net
wulfranc-hubert,2014.0,33730.0,Net
wulfranc-hubert,2015.0,33730.0,Net
wulfranc-hubert,2016.0,33730.0,Net
wulfranc-hubert,2017.0,17425.0,Net
wulfranc-hubert,2011.0,17462.0,Net
wulfranc-hubert,2012.0,17462.0,Net
wulfranc-hubert,2013.0,17462.0,Net
wulfranc-hubert,2014.0,17462.0,Net
wulfranc-hubert,2015.0,17462.0,Net
wulfranc-hubert,2016.0,17462.0,Net
wulfranc-hubert,2017.0,10477.0,Net
wulfranc-hubert,2011.0,25537.0,Net
wulfranc-hubert,2012.0,25537.0,Net
wulfranc-hubert,2013.0,25537.0,Net
wulfranc-hubert,2014.0,25537.0,Net
wulfranc-hubert,2015.0,25537.0,Net
wulfranc-hubert,2016.0,25537.0,Net
wulfranc-hubert,2017.0,12200.0,Net
marsaud-sandra,2011.0,37734.0,Brut
marsaud-sandra,2012.0,38224.0,Brut
marsaud-sandra,2013.0,39439.0,Brut
marsaud-sandra,2014.0,16145.0,Brut
marsaud-sandra,2016.0,12497.0,Brut
marsaud-sandra,2016.0,9886.0,Brut
marsaud-sandra,2017.0,11732.0,Brut
marsaud-sandra,2014.0,7036.0,Net
marsaud-sandra,2015.0,19757.0,Net
marsaud-sandra,2016.0,5413.0,Net
marsaud-sandra,2017.0,1353.0,Net
marsaud-sandra,2014.0,0.0,Net
marsaud-sandra,2015.0,0.0,Net
marsaud-sandra,2016.0,0.0,Net
marsaud-sandra,2017.0,0.0,Net
marsaud-sandra,2014.0,0.0,Brut
marsaud-sandra,2015.0,0.0,Brut
marsaud-sandra,2016.0,0.0,Brut
marsaud-sandra,2017.0,0.0,Brut
mesnier-thomas,2016.0,29249.0,Net
mesnier-thomas,2017.0,37699.0,Net
mesnier-thomas,2013.0,15490.0,Net
mesnier-thomas,2014.0,44230.0,Net
mesnier-thomas,2015.0,56906.0,Net
mesnier-thomas,2016.0,33310.0,Net
mesnier-thomas,2013.0,13824.0,Net
mesnier-thomas,2012.0,14759.0,Net
mesnier-thomas,2013.0,7281.0,Net
mesnier-thomas,2012.0,580.0,Net
mesnier-thomas,2013.0,701.0,Net
mesnier-thomas,2012.0,2045.0,Brut
mesnier-thomas,2015.0,0.0,Net
mesnier-thomas,2016.0,0.0,Net
mesnier-thomas,2017.0,0.0,Net
mesnier-thomas,2012.0,0.0,Net
mesnier-thomas,2013.0,0.0,Net
mesnier-thomas,2012.0,0.0,Net
mesnier-thomas,2013.0,0.0,Net
mesnier-thomas,2017.0,0.0,Net
mesnier-thomas,2018.0,0.0,Net
mesnier-thomas,2019.0,0.0,Net
mesnier-thomas,2020.0,0.0,Net
ardouin-jean-philippe,2012.0,12800.0,Net
ardouin-jean-philippe,2013.0,13800.0,Net
ardouin-jean-philippe,2014.0,15200.0,Net
ardouin-jean-philippe,2015.0,16500.0,Net
ardouin-jean-philippe,2016.0,12400.0,Net
ardouin-jean-philippe,2016.0,3900.0,Net
ardouin-jean-philippe,2017.0,10400.0,Net
falorni-olivier,2012.0,26795.0,Net
falorni-olivier,2013.0,50262.0,Net
falorni-olivier,2014.0,50005.0,Net
falorni-olivier,2015.0,49680.0,Net
falorni-olivier,2016.0,49483.0,Net
falorni-olivier,2017.0,33506.0,Net
gerard-raphael,2012.0,46803.0,Net
gerard-raphael,2013.0,79830.0,Net
gerard-raphael,2014.0,87204.0,Net
gerard-raphael,2015.0,78150.0,Net
gerard-raphael,2016.0,83813.0,Net
gerard-raphael,2017.0,38204.0,Net
quentin-didier,2014.0,13022.0,Net
quentin-didier,2015.0,13200.0,Net
quentin-didier,2016.0,13055.0,Net
quentin-didier,2017.0,6530.0,Net
quentin-didier,2012.0,30391.0,Net
quentin-didier,2013.0,55010.0,Net
quentin-didier,2014.0,54753.0,Net
quentin-didier,2015.0,54428.0,Net
quentin-didier,2016.0,54245.0,Net
quentin-didier,2017.0,27130.0,Net
tuffnell-frederique,2011.0,78915.0,Net
tuffnell-frederique,2012.0,81218.0,Net
tuffnell-frederique,2013.0,82377.0,Net
tuffnell-frederique,2014.0,85096.0,Net
tuffnell-frederique,2015.0,87394.0,Net
tuffnell-frederique,2016.0,88604.0,Net
tuffnell-frederique,2017.0,44000.0,Net
tuffnell-frederique,2016.0,0.0,Net
tuffnell-frederique,2017.0,0.0,Net
tuffnell-frederique,2014.0,0.0,Net
tuffnell-frederique,2015.0,0.0,Net
tuffnell-frederique,2016.0,0.0,Net
tuffnell-frederique,2017.0,0.0,Net
tuffnell-frederique,2018.0,68129.0,Net
tuffnell-frederique,2017.0,32232.0,Net
jerretie-christophe,2011.0,22000.0,Net
jerretie-christophe,2012.0,22000.0,Net
jerretie-christophe,2013.0,24895.0,Net
jerretie-christophe,2014.0,25334.0,Net
jerretie-christophe,2015.0,20366.0,Net
jerretie-christophe,2016.0,18664.0,Net
jerretie-christophe,2017.0,10500.0,Net
jerretie-christophe,2011.0,0.0,Net
jerretie-christophe,2012.0,0.0,Net
jerretie-christophe,2013.0,0.0,Net
jerretie-christophe,2014.0,0.0,Net
jerretie-christophe,2015.0,0.0,Net
jerretie-christophe,2016.0,0.0,Net
jerretie-christophe,2017.0,0.0,Net
jerretie-christophe,2014.0,13846.0,Net
jerretie-christophe,2015.0,16896.0,Net
jerretie-christophe,2016.0,17062.0,Net
jerretie-christophe,2017.0,8638.0,Net
jerretie-christophe,2014.0,1885.0,Brut
jerretie-christophe,2015.0,2737.0,Brut
jerretie-christophe,2016.0,2745.0,Brut
jerretie-christophe,2017.0,1400.0,Brut
jerretie-christophe,2014.0,0.0,Net
jerretie-christophe,2015.0,0.0,Net
jerretie-christophe,2016.0,0.0,Net
jerretie-christophe,2017.0,0.0,Net
jerretie-christophe,2014.0,0.0,Net
jerretie-christophe,2015.0,0.0,Net
jerretie-christophe,2016.0,0.0,Net
jerretie-christophe,2017.0,0.0,Net
meunier-frederique-6851,2012.0,1495.0,Brut
meunier-frederique-6851,2013.0,12475.0,Brut
meunier-frederique-6851,2014.0,5361.0,Brut
meunier-frederique-6851,2015.0,0.0,Brut
meunier-frederique-6851,2016.0,0.0,Brut
meunier-frederique-6851,2017.0,0.0,Brut
meunier-frederique-6851,2014.0,12073.0,Brut
meunier-frederique-6851,2015.0,16422.0,Brut
meunier-frederique-6851,2016.0,16471.0,Brut
meunier-frederique-6851,2017.0,8301.0,Brut
meunier-frederique-6851,2015.0,18165.0,Brut
meunier-frederique-6851,2016.0,25622.0,Brut
meunier-frederique-6851,2017.0,12992.0,Brut
meunier-frederique-6851,2014.0,21239.0,Brut
meunier-frederique-6851,2015.0,28853.0,Brut
meunier-frederique-6851,2016.0,28939.0,Brut
meunier-frederique-6851,2017.0,14251.0,Brut
meunier-frederique-6851,2012.0,18240.0,Brut
meunier-frederique-6851,2013.0,18247.0,Brut
meunier-frederique-6851,2014.0,18247.0,Brut
meunier-frederique-6851,2015.0,5218.0,Brut
moreau-jean-baptiste,2011.0,12000.0,Net
moreau-jean-baptiste,2012.0,12000.0,Net
moreau-jean-baptiste,2013.0,12000.0,Net
moreau-jean-baptiste,2014.0,12000.0,Net
moreau-jean-baptiste,2015.0,12000.0,Net
moreau-jean-baptiste,2016.0,12000.0,Net
moreau-jean-baptiste,2017.0,6000.0,Net
moreau-jean-baptiste,2012.0,6200.0,Net
moreau-jean-baptiste,2013.0,12600.0,Net
moreau-jean-baptiste,2014.0,13200.0,Net
moreau-jean-baptiste,2015.0,13500.0,Net
moreau-jean-baptiste,2016.0,12500.0,Net
moreau-jean-baptiste,2017.0,6100.0,Net
chassaing-philippe,2012.0,40015.0,Net
chassaing-philippe,2013.0,40889.0,Net
chassaing-philippe,2014.0,43693.0,Net
chassaing-philippe,2015.0,43553.0,Net
chassaing-philippe,2016.0,43502.0,Net
chassaing-philippe,2017.0,19150.0,Net
chassaing-philippe,2012.0,0.0,Net
chassaing-philippe,2013.0,0.0,Net
chassaing-philippe,2014.0,0.0,Net
chassaing-philippe,2015.0,0.0,Net
chassaing-philippe,2016.0,0.0,Net
chassaing-philippe,2017.0,0.0,Net
cubertafon-jean-pierre,2011.0,12346.0,Brut
cubertafon-jean-pierre,2012.0,27642.0,Brut
cubertafon-jean-pierre,2013.0,30078.0,Brut
cubertafon-jean-pierre,2014.0,52444.0,Brut
cubertafon-jean-pierre,2015.0,3000.0,Brut
cubertafon-jean-pierre,2014.0,14825.0,Brut
cubertafon-jean-pierre,2015.0,15053.0,Brut
cubertafon-jean-pierre,2016.0,16931.0,Brut
cubertafon-jean-pierre,2017.0,9028.0,Brut
cubertafon-jean-pierre,2011.0,0.0,Brut
cubertafon-jean-pierre,2012.0,7526.0,Brut
cubertafon-jean-pierre,2013.0,1881.0,Brut
cubertafon-jean-pierre,2014.0,0.0,Brut
cubertafon-jean-pierre,2015.0,0.0,Brut
cubertafon-jean-pierre,2016.0,0.0,Brut
cubertafon-jean-pierre,2017.0,2985.0,Brut
delpon-michel,2013.0,52546.0,Net
delpon-michel,2014.0,57247.0,Net
delpon-michel,2015.0,63550.0,Net
delpon-michel,2016.0,63619.0,Net
delpon-michel,2017.0,42416.0,Net
delpon-michel,2014.0,4706.0,Net
delpon-michel,2015.0,11316.0,Net
delpon-michel,2016.0,4462.0,Net
delpon-michel,2017.0,0.0,Net
delpon-michel,2013.0,0.0,Net
delpon-michel,2014.0,0.0,Net
delpon-michel,2015.0,0.0,Net
delpon-michel,2016.0,0.0,Net
delpon-michel,2017.0,0.0,Net
dubois-jacqueline,2012.0,28173.0,Net
dubois-jacqueline,2013.0,28173.0,Net
dubois-jacqueline,2014.0,20220.0,Net
boudie-florent,2015.0,0.0,Net
boudie-florent,2016.0,21427.0,Net
boudie-florent,2017.0,11625.0,Net
couillard-berangere,2012.0,24533.0,Net
couillard-berangere,2013.0,29633.0,Net
couillard-berangere,2014.0,28689.0,Net
couillard-berangere,2015.0,36824.0,Net
couillard-berangere,2016.0,32133.0,Net
couillard-berangere,2017.0,18150.0,Net
david-dominique,2015.0,35347.0,Net
david-dominique,2016.0,61197.0,Net
david-dominique,2017.0,35434.0,Net
david-dominique,2012.0,35100.0,Net
david-dominique,2013.0,38250.0,Net
david-dominique,2014.0,40950.0,Net
david-dominique,2015.0,19415.0,Net
david-dominique,2012.0,35100.0,Net
david-dominique,2013.0,38250.0,Net
david-dominique,2014.0,40950.0,Net
david-dominique,2015.0,19415.0,Net
david-dominique,2016.0,0.0,Net
david-alain,2014.0,30694.0,Net
david-alain,2015.0,30694.0,Net
david-alain,2016.0,30711.0,Net
david-alain,2017.0,17300.0,Net
david-alain,2014.0,48363.0,Net
david-alain,2015.0,48383.0,Net
david-alain,2016.0,48384.0,Net
david-alain,2017.0,26786.0,Net
david-alain,2015.0,6442.0,Net
david-alain,2016.0,6442.0,Net
david-alain,2017.0,3250.0,Net
david-alain,2014.0,15164.0,Net
david-alain,2015.0,15161.0,Net
david-alain,2016.0,15161.0,Net
david-alain,2017.0,7676.0,Net
david-alain,2014.0,16901.0,Net
david-alain,2015.0,24835.0,Net
david-alain,2016.0,24835.0,Net
david-alain,2017.0,12561.0,Net
david-alain,2014.0,14416.0,Net
fabre-catherine,2012.0,38000.0,Net
fabre-catherine,2013.0,38000.0,Net
fabre-catherine,2014.0,38042.0,Net
fabre-catherine,2015.0,40000.0,Net
fabre-catherine,2016.0,40760.0,Net
fabre-catherine,2017.0,21840.0,Net
fabre-catherine,2013.0,0.0,Net
fabre-catherine,2014.0,1260.0,Net
fabre-catherine,2015.0,720.0,Net
fabre-catherine,2016.0,825.0,Net
fabre-catherine,2017.0,0.0,Net
fabre-catherine,2012.0,0.0,Net
fabre-catherine,2013.0,0.0,Net
fabre-catherine,2014.0,0.0,Net
fabre-catherine,2015.0,0.0,Net
hammerer-veronique,2012.0,2100.0,Net
