noms,annees,remuneration,type
saulignac-herve-8266,2017.0,33641.0,Brut
saulignac-herve-8266,2011.0,44705.0,Brut
saulignac-herve-8266,2012.0,44705.0,Brut
saulignac-herve-8266,2013.0,44705.0,Brut
saulignac-herve-8266,2014.0,44705.0,Brut
saulignac-herve-8266,2015.0,42594.0,Brut
saulignac-herve-8266,2016.0,31310.0,Brut
saulignac-herve-8266,2017.0,14468.0,Brut
saulignac-herve-8266,2015.0,0.0,Brut
saulignac-herve-8266,2016.0,0.0,Brut
saulignac-herve-8266,2017.0,0.0,Brut
victory-michele,2012.0,28716.0,Net
victory-michele,2013.0,28921.0,Net
victory-michele,2014.0,31385.0,Net
victory-michele,2015.0,33517.0,Net
victory-michele,2016.0,33517.0,Net
victory-michele,2017.0,42278.0,Net
bony-jean-yves-1013,2011.0,12513.0,Net
bony-jean-yves-1013,2012.0,12978.0,Net
bony-jean-yves-1013,2013.0,12431.0,Net
bony-jean-yves-1013,2014.0,11960.0,Net
bony-jean-yves-1013,2015.0,10058.0,Net
bony-jean-yves-1013,2016.0,11350.0,Net
bony-jean-yves-1013,2011.0,14141.0,Brut
bony-jean-yves-1013,2012.0,14141.0,Brut
bony-jean-yves-1013,2013.0,14141.0,Brut
bony-jean-yves-1013,2014.0,14141.0,Brut
bony-jean-yves-1013,2015.0,14141.0,Brut
bony-jean-yves-1013,2016.0,14183.0,Brut
bony-jean-yves-1013,2011.0,25545.0,Brut
bony-jean-yves-1013,2012.0,25545.0,Brut
bony-jean-yves-1013,2013.0,25545.0,Brut
bony-jean-yves-1013,2014.0,25545.0,Brut
bony-jean-yves-1013,2015.0,25545.0,Brut
bony-jean-yves-1013,2016.0,25622.0,Brut
bony-jean-yves-1013,2015.0,2859.0,Net
bony-jean-yves-1013,2016.0,4166.0,Net
bony-jean-yves-1013,2011.0,2028.0,Net
bony-jean-yves-1013,2012.0,2028.0,Net
bony-jean-yves-1013,2013.0,1872.0,Net
bony-jean-yves-1013,2014.0,735.0,Net
bony-jean-yves-1013,2014.0,3411.0,Net
bony-jean-yves-1013,2015.0,3912.0,Net
bony-jean-yves-1013,2016.0,3912.0,Net
descoeur-vincent-3159,2012.0,15035.0,Net
descoeur-vincent-3159,2013.0,25273.0,Net
descoeur-vincent-3159,2014.0,26918.0,Net
descoeur-vincent-3159,2015.0,28837.0,Net
descoeur-vincent-3159,2016.0,28952.0,Net
descoeur-vincent-3159,2017.0,12958.0,Net
descoeur-vincent-3159,2011.0,0.0,Net
descoeur-vincent-3159,2012.0,0.0,Net
descoeur-vincent-3159,2013.0,0.0,Net
descoeur-vincent-3159,2014.0,0.0,Net
descoeur-vincent-3159,2015.0,0.0,Net
descoeur-vincent-3159,2012.0,0.0,Net
descoeur-vincent-3159,2013.0,0.0,Net
descoeur-vincent-3159,2014.0,0.0,Net
descoeur-vincent-3159,2015.0,0.0,Net
descoeur-vincent-3159,2012.0,0.0,Net
descoeur-vincent-3159,2013.0,0.0,Net
descoeur-vincent-3159,2014.0,0.0,Net
descoeur-vincent-3159,2015.0,0.0,Net
descoeur-vincent-3159,2016.0,0.0,Net
descoeur-vincent-3159,2017.0,0.0,Net
descoeur-vincent-3159,2012.0,0.0,Net
descoeur-vincent-3159,2013.0,0.0,Net
descoeur-vincent-3159,2014.0,0.0,Net
descoeur-vincent-3159,2015.0,0.0,Net
descoeur-vincent-3159,2016.0,0.0,Net
descoeur-vincent-3159,2017.0,0.0,Net
descoeur-vincent-3159,2015.0,5624.0,Net
descoeur-vincent-3159,2016.0,8211.0,Net
descoeur-vincent-3159,2017.0,4717.0,Net
descoeur-vincent-3159,2017.0,0.0,Brut
descoeur-vincent-3159,2012.0,50524.0,Net
descoeur-vincent-3159,2013.0,62010.0,Net
descoeur-vincent-3159,2014.0,61993.0,Net
descoeur-vincent-3159,2015.0,61847.0,Net
descoeur-vincent-3159,2016.0,61852.0,Net
descoeur-vincent-3159,2017.0,35633.0,Net
descoeur-vincent-3159,2014.0,2303.0,Net
descoeur-vincent-3159,2015.0,3041.0,Net
descoeur-vincent-3159,2016.0,3032.0,Net
descoeur-vincent-3159,2017.0,1532.0,Net
descoeur-vincent-3159,2014.0,13124.0,Net
descoeur-vincent-3159,2015.0,16186.0,Net
descoeur-vincent-3159,2016.0,16001.0,Net
descoeur-vincent-3159,2017.0,3722.0,Net
descoeur-vincent-3159,2015.0,5624.0,Net
descoeur-vincent-3159,2016.0,8211.0,Net
descoeur-vincent-3159,2017.0,4717.0,Net
anthoine-emmanuelle-571,2012.0,24670.0,Net
anthoine-emmanuelle-571,2013.0,17209.0,Net
anthoine-emmanuelle-571,2014.0,9967.0,Net
anthoine-emmanuelle-571,2015.0,7716.0,Net
anthoine-emmanuelle-571,2016.0,24363.0,Net
anthoine-emmanuelle-571,2015.0,21801.0,Brut
anthoine-emmanuelle-571,2016.0,28825.0,Brut
anthoine-emmanuelle-571,2017.0,14616.0,Brut
anthoine-emmanuelle-571,2011.0,5345.0,Brut
anthoine-emmanuelle-571,2012.0,6386.0,Brut
anthoine-emmanuelle-571,2013.0,6386.0,Brut
anthoine-emmanuelle-571,2014.0,6215.0,Brut
anthoine-emmanuelle-571,2015.0,6158.0,Brut
anthoine-emmanuelle-571,2016.0,6176.0,Brut
anthoine-emmanuelle-571,2017.0,3132.0,Brut
anthoine-emmanuelle-571,2014.0,0.0,Net
anthoine-emmanuelle-571,2015.0,0.0,Net
anthoine-emmanuelle-571,2016.0,0.0,Net
anthoine-emmanuelle-571,2017.0,0.0,Net
anthoine-emmanuelle-571,2011.0,228.0,Brut
anthoine-emmanuelle-571,2012.0,0.0,Brut
anthoine-emmanuelle-571,2013.0,0.0,Brut
anthoine-emmanuelle-571,2014.0,0.0,Brut
anthoine-emmanuelle-571,2015.0,0.0,Brut
anthoine-emmanuelle-571,2016.0,0.0,Brut
anthoine-emmanuelle-571,2017.0,0.0,Brut
anthoine-emmanuelle-571,2011.0,23486.0,Brut
anthoine-emmanuelle-571,2012.0,25089.0,Brut
anthoine-emmanuelle-571,2013.0,25089.0,Brut
anthoine-emmanuelle-571,2014.0,25089.0,Brut
anthoine-emmanuelle-571,2015.0,6272.0,Brut
anthoine-emmanuelle-571,2016.0,0.0,Brut
anthoine-emmanuelle-571,2017.0,4181.0,Brut
clapot-mireille,2013.0,23300.0,Brut
clapot-mireille,2014.0,70000.0,Brut
clapot-mireille,2015.0,73000.0,Brut
clapot-mireille,2016.0,73000.0,Brut
clapot-mireille,2017.0,40800.0,Brut
clapot-mireille,2011.0,55627.0,Net
clapot-mireille,2012.0,55500.0,Net
clapot-mireille,2013.0,38845.0,Net
clapot-mireille,2016.0,672.0,Net
clapot-mireille,2015.0,0.0,Brut
clapot-mireille,2016.0,0.0,Brut
clapot-mireille,2017.0,0.0,Brut
de-lavergne-celia,2012.0,52674.0,Net
de-lavergne-celia,2013.0,43831.0,Net
de-lavergne-celia,2014.0,24315.0,Net
de-lavergne-celia,2014.0,32832.0,Net
de-lavergne-celia,2015.0,56199.0,Net
de-lavergne-celia,2016.0,49895.0,Net
de-lavergne-celia,2017.0,5452.0,Net
de-lavergne-celia,2012.0,52674.0,Net
de-lavergne-celia,2013.0,43831.0,Net
de-lavergne-celia,2014.0,24315.0,Net
thourot-alice,2012.0,18409.0,Net
thourot-alice,2013.0,24312.0,Net
thourot-alice,2014.0,31099.0,Net
thourot-alice,2015.0,16142.0,Net
thourot-alice,2016.0,21556.0,Net
thourot-alice,2017.0,26033.0,Net
thourot-alice,2018.0,0.0,Net
thourot-alice,2016.0,0.0,Net
thourot-alice,2017.0,0.0,Net
thourot-alice,2018.0,0.0,Net
thourot-alice,2016.0,0.0,Net
thourot-alice,2017.0,0.0,Net
abadie-caroline,2014.0,17638.0,Net
abadie-caroline,2015.0,5449.0,Net
abadie-caroline,2015.0,0.0,Net
abadie-caroline,2016.0,1234.0,Net
abadie-caroline,2017.0,0.0,Net
abadie-caroline,2015.0,0.0,Net
abadie-caroline,2016.0,1234.0,Net
abadie-caroline,2017.0,0.0,Net
abadie-caroline,2011.0,0.0,Net
abadie-caroline,2012.0,0.0,Net
abadie-caroline,2013.0,0.0,Net
abadie-caroline,2014.0,0.0,Net
battistel-marie-noelle,2011.0,18213.0,Net
battistel-marie-noelle,2012.0,23807.0,Net
battistel-marie-noelle,2013.0,23947.0,Net
battistel-marie-noelle,2014.0,22581.0,Net
battistel-marie-noelle,2015.0,30811.0,Net
battistel-marie-noelle,2016.0,30412.0,Net
battistel-marie-noelle,2017.0,14900.0,Net
battistel-marie-noelle,2015.0,0.0,Net
battistel-marie-noelle,2016.0,0.0,Net
battistel-marie-noelle,2017.0,0.0,Net
battistel-marie-noelle,2012.0,31688.0,Net
battistel-marie-noelle,2013.0,62892.0,Net
battistel-marie-noelle,2014.0,62379.0,Net
battistel-marie-noelle,2015.0,61728.0,Net
battistel-marie-noelle,2016.0,60398.0,Net
battistel-marie-noelle,2017.0,31098.0,Net
chalas-emilie,2011.0,39000.0,Net
chalas-emilie,2012.0,43282.0,Net
chalas-emilie,2013.0,50485.0,Net
chalas-emilie,2014.0,55749.0,Net
chalas-emilie,2015.0,56718.0,Net
chalas-emilie,2016.0,59619.0,Net
chalas-emilie,2017.0,27132.0,Net
chalas-emilie,2014.0,7196.0,Net
chalas-emilie,2015.0,9595.0,Net
chalas-emilie,2016.0,9595.0,Net
chalas-emilie,2017.0,2798.0,Net
colas-roy-jean-charles,2011.0,51647.0,Net
colas-roy-jean-charles,2012.0,52301.0,Net
colas-roy-jean-charles,2013.0,56332.0,Net
colas-roy-jean-charles,2014.0,53303.0,Net
colas-roy-jean-charles,2015.0,54980.0,Net
colas-roy-jean-charles,2016.0,46435.0,Net
colas-roy-jean-charles,2017.0,0.0,Net
colas-roy-jean-charles,2018.0,0.0,Net
colas-roy-jean-charles,2019.0,0.0,Net
colas-roy-jean-charles,2016.0,147.0,Net
colas-roy-jean-charles,2017.0,540.0,Net
jacquier-laforge-elodie,2016.0,9485.0,Net
jacquier-laforge-elodie,2017.0,20064.0,Net
jacquier-laforge-elodie,2011.0,38183.0,Net
jacquier-laforge-elodie,2012.0,41054.0,Net
jacquier-laforge-elodie,2013.0,43386.0,Net
jacquier-laforge-elodie,2014.0,42983.0,Net
jacquier-laforge-elodie,2015.0,45015.0,Net
jacquier-laforge-elodie,2016.0,41319.0,Net
kamowski-catherine,2012.0,38278.0,Net
kamowski-catherine,2013.0,38120.0,Net
kamowski-catherine,2014.0,38062.0,Net
kamowski-catherine,2015.0,37890.0,Net
kamowski-catherine,2016.0,39676.0,Net
kamowski-catherine,2017.0,19520.0,Net
kamowski-catherine,2012.0,34099.0,Brut
kamowski-catherine,2013.0,34099.0,Brut
kamowski-catherine,2014.0,34098.0,Brut
kamowski-catherine,2015.0,34099.0,Brut
kamowski-catherine,2016.0,34201.0,Brut
kamowski-catherine,2017.0,16185.0,Brut
kamowski-catherine,2012.0,18703.0,Brut
kamowski-catherine,2013.0,18703.0,Brut
kamowski-catherine,2014.0,12050.0,Brut
kamowski-catherine,2015.0,9579.0,Brut
kamowski-catherine,2016.0,8409.0,Brut
kamowski-catherine,2017.0,5685.0,Brut
limon-monique,2012.0,38720.0,Net
limon-monique,2013.0,38192.0,Net
limon-monique,2014.0,38354.0,Net
limon-monique,2015.0,11438.0,Net
limon-monique,2016.0,5096.0,Net
limon-monique,2017.0,3822.0,Net
meynier-millefert-marjolaine,2017.0,1619.0,Brut
meynier-millefert-marjolaine,2012.0,18362.0,Net
meynier-millefert-marjolaine,2013.0,15131.0,Net
meynier-millefert-marjolaine,2014.0,16788.0,Net
meynier-millefert-marjolaine,2015.0,24217.0,Net
meynier-millefert-marjolaine,2016.0,16845.0,Net
meynier-millefert-marjolaine,2013.0,0.0,Brut
meynier-millefert-marjolaine,2014.0,3500.0,Brut
meynier-millefert-marjolaine,2015.0,0.0,Brut
meynier-millefert-marjolaine,2016.0,3046.0,Brut
meynier-millefert-marjolaine,2017.0,690.0,Brut
meynier-millefert-marjolaine,2015.0,0.0,Brut
meynier-millefert-marjolaine,2016.0,28463.0,Brut
meynier-millefert-marjolaine,2017.0,16684.0,Brut
motin-cendra,2016.0,15900.0,Brut
motin-cendra,2017.0,35800.0,Brut
motin-cendra,2011.0,0.0,Net
motin-cendra,2012.0,25000.0,Net
motin-cendra,2013.0,28000.0,Net
motin-cendra,2014.0,29000.0,Net
motin-cendra,2015.0,30000.0,Net
motin-cendra,2016.0,30000.0,Net
motin-cendra,2014.0,0.0,Brut
motin-cendra,2015.0,0.0,Brut
motin-cendra,2016.0,0.0,Brut
veran-olivier,2015.0,38000.0,Net
veran-olivier,2016.0,55000.0,Net
veran-olivier,2017.0,28000.0,Net
veran-olivier,2015.0,3400.0,Net
veran-olivier,2016.0,20000.0,Net
veran-olivier,2017.0,4000.0,Net
veran-olivier,2012.0,2500.0,Net
veran-olivier,2013.0,3300.0,Net
veran-olivier,2014.0,3400.0,Net
veran-olivier,2015.0,1100.0,Net
veran-olivier,2012.0,28000.0,Net
veran-olivier,2013.0,70000.0,Net
veran-olivier,2014.0,70000.0,Net
veran-olivier,2015.0,17000.0,Net
veran-olivier,2016.0,0.0,Net
veran-olivier,2017.0,0.0,Net
veran-olivier,2015.0,0.0,Net
veran-olivier,2016.0,0.0,Net
veran-olivier,2017.0,0.0,Net
veran-olivier,2014.0,0.0,Net
veran-olivier,2015.0,0.0,Net
veran-olivier,2016.0,0.0,Net
veran-olivier,2017.0,0.0,Net
veran-olivier,2016.0,20000.0,Net
veran-olivier,2017.0,10000.0,Net
borowczyk-julien,2013.0,110000.0,Net
borowczyk-julien,2014.0,140000.0,Net
borowczyk-julien,2015.0,150000.0,Net
borowczyk-julien,2016.0,110000.0,Net
borowczyk-julien,2017.0,45000.0,Net
borowczyk-julien,2018.0,5000.0,Net
borowczyk-julien,2019.0,200.0,Net
cinieri-dino,2011.0,0.0,Net
cinieri-dino,2012.0,0.0,Net
cinieri-dino,2013.0,0.0,Net
cinieri-dino,2014.0,0.0,Net
cinieri-dino,2015.0,0.0,Net
cinieri-dino,2016.0,0.0,Net
cinieri-dino,2017.0,0.0,Net
cinieri-dino,2015.0,0.0,Brut
cinieri-dino,2016.0,31310.0,Brut
cinieri-dino,2017.0,31310.0,Brut
faure-muntian-valeria,2013.0,8147.0,Net
faure-muntian-valeria,2014.0,22440.0,Net
faure-muntian-valeria,2015.0,12481.0,Net
faure-muntian-valeria,2016.0,25992.0,Net
faure-muntian-valeria,2017.0,14866.0,Net
faure-muntian-valeria,2013.0,2235.0,Net
faure-muntian-valeria,2011.0,16188.0,Brut
faure-muntian-valeria,2012.0,13652.0,Brut
faure-muntian-valeria,2013.0,7966.0,Net
faure-muntian-valeria,2012.0,1120.0,Net
juanico-regis,2012.0,0.0,Net
juanico-regis,2013.0,0.0,Net
juanico-regis,2014.0,0.0,Net
juanico-regis,2015.0,0.0,Net
juanico-regis,2016.0,0.0,Net
juanico-regis,2017.0,0.0,Net
juanico-regis,2018.0,0.0,Net
juanico-regis,2019.0,0.0,Net
juanico-regis,2012.0,0.0,Net
juanico-regis,2013.0,0.0,Net
juanico-regis,2014.0,0.0,Net
juanico-regis,2015.0,0.0,Net
juanico-regis,2016.0,0.0,Net
juanico-regis,2017.0,0.0,Net
juanico-regis,2017.0,0.0,Net
juanico-regis,2017.0,0.0,Net
juanico-regis,2018.0,0.0,Net
juanico-regis,2019.0,0.0,Net
juanico-regis,2016.0,0.0,Net
juanico-regis,2017.0,0.0,Net
juanico-regis,2012.0,0.0,Net
juanico-regis,2013.0,0.0,Net
juanico-regis,2014.0,0.0,Net
juanico-regis,2015.0,0.0,Net
juanico-regis,2016.0,0.0,Net
juanico-regis,2017.0,0.0,Net
juanico-regis,2018.0,0.0,Net
juanico-regis,2019.0,0.0,Net
juanico-regis,2019.0,0.0,Net
juanico-regis,2019.0,0.0,Net
juanico-regis,2012.0,30000.0,Net
juanico-regis,2013.0,60000.0,Net
juanico-regis,2014.0,60000.0,Net
juanico-regis,2015.0,60000.0,Net
juanico-regis,2016.0,60000.0,Net
juanico-regis,2017.0,30000.0,Net
juanico-regis,2012.0,12000.0,Net
juanico-regis,2013.0,24000.0,Net
juanico-regis,2014.0,24000.0,Net
juanico-regis,2015.0,24000.0,Net
juanico-regis,2016.0,24000.0,Net
juanico-regis,2017.0,12000.0,Net
mis-jean-michel,2011.0,41050.0,Net
mis-jean-michel,2012.0,42094.0,Net
mis-jean-michel,2013.0,42808.0,Net
mis-jean-michel,2014.0,43799.0,Net
mis-jean-michel,2015.0,44559.0,Net
mis-jean-michel,2016.0,45776.0,Net
mis-jean-michel,2017.0,23499.0,Net
sarles-nathalie,2011.0,12000.0,Net
sarles-nathalie,2012.0,12000.0,Net
sarles-nathalie,2013.0,12000.0,Net
sarles-nathalie,2014.0,14000.0,Net
sarles-nathalie,2015.0,14000.0,Net
sarles-nathalie,2016.0,16000.0,Net
sarles-nathalie,2017.0,8000.0,Net
sarles-nathalie,2012.0,6000.0,Net
sarles-nathalie,2013.0,6000.0,Net
sarles-nathalie,2014.0,1500.0,Net
sarles-nathalie,2015.0,0.0,Net
sarles-nathalie,2016.0,0.0,Net
sarles-nathalie,2017.0,0.0,Net
sarles-nathalie,2012.0,17520.0,Net
sarles-nathalie,2013.0,17520.0,Net
sarles-nathalie,2014.0,4200.0,Net
sarles-nathalie,2015.0,0.0,Net
sarles-nathalie,2016.0,0.0,Net
sarles-nathalie,2017.0,0.0,Net
valentin-isabelle,2013.0,22999.0,Brut
valentin-isabelle,2014.0,0.0,Brut
valentin-isabelle,2015.0,0.0,Brut
valentin-isabelle,2013.0,8251.0,Brut
valentin-isabelle,2014.0,10062.0,Brut
valentin-isabelle,2015.0,9200.0,Brut
valentin-isabelle,2016.0,8228.0,Brut
valentin-isabelle,2017.0,2268.0,Brut
valentin-isabelle,2012.0,22999.0,Brut
valentin-isabelle,2013.0,22999.0,Brut
valentin-isabelle,2014.0,22999.0,Brut
valentin-isabelle,2015.0,22999.0,Brut
valentin-isabelle,2016.0,24420.0,Brut
valentin-isabelle,2017.0,16778.0,Brut
vigier-jean-pierre,2016.0,0.0,Net
vigier-jean-pierre,2017.0,0.0,Net
vigier-jean-pierre,2018.0,0.0,Net
vigier-jean-pierre,2015.0,0.0,Net
vigier-jean-pierre,2016.0,0.0,Net
vigier-jean-pierre,2017.0,0.0,Net
vigier-jean-pierre,2018.0,0.0,Net
vigier-jean-pierre,2013.0,0.0,Net
vigier-jean-pierre,2014.0,0.0,Net
vigier-jean-pierre,2015.0,0.0,Net
vigier-jean-pierre,2016.0,0.0,Net
vigier-jean-pierre,2017.0,0.0,Net
vigier-jean-pierre,2018.0,0.0,Net
vigier-jean-pierre,2013.0,14868.0,Net
vigier-jean-pierre,2014.0,19248.0,Net
vigier-jean-pierre,2015.0,18336.0,Net
vigier-jean-pierre,2016.0,18156.0,Net
vigier-jean-pierre,2017.0,19548.0,Net
vigier-jean-pierre,2018.0,3258.0,Net
vigier-jean-pierre,2013.0,8964.0,Net
vigier-jean-pierre,2014.0,8964.0,Net
vigier-jean-pierre,2015.0,8964.0,Net
vigier-jean-pierre,2016.0,8964.0,Net
vigier-jean-pierre,2013.0,0.0,Net
vigier-jean-pierre,2014.0,0.0,Net
vigier-jean-pierre,2015.0,0.0,Net
vigier-jean-pierre,2016.0,0.0,Net
vigier-jean-pierre,2017.0,0.0,Net
vigier-jean-pierre,2018.0,0.0,Net
chassaigne-andre,2013.0,0.0,Brut
chassaigne-andre,2014.0,0.0,Brut
chassaigne-andre,2015.0,0.0,Brut
chassaigne-andre,2016.0,0.0,Brut
chassaigne-andre,2017.0,0.0,Brut
chassaigne-andre,2018.0,0.0,Brut
chassaigne-andre,2019.0,0.0,Brut
chassaigne-andre,2012.0,0.0,Brut
chassaigne-andre,2013.0,0.0,Brut
chassaigne-andre,2014.0,0.0,Brut
chassaigne-andre,2015.0,0.0,Brut
chassaigne-andre,2016.0,0.0,Brut
chassaigne-andre,2017.0,0.0,Brut
chassaigne-andre,2012.0,47702.0,Net
chassaigne-andre,2013.0,47216.0,Net
chassaigne-andre,2014.0,41917.0,Net
chassaigne-andre,2015.0,46052.0,Net
chassaigne-andre,2016.0,44721.0,Net
chassaigne-andre,2017.0,31420.0,Net
chassaigne-andre,2012.0,17337.0,Net
chassaigne-andre,2013.0,12824.0,Net
chassaigne-andre,2014.0,13107.0,Net
chassaigne-andre,2015.0,11190.0,Net
fanget-michel,2011.0,21600.0,Net
fanget-michel,2012.0,21600.0,Net
fanget-michel,2013.0,21600.0,Net
fanget-michel,2014.0,21600.0,Net
fanget-michel,2015.0,21600.0,Net
fanget-michel,2016.0,22380.0,Net
fanget-michel,2017.0,22380.0,Net
fanget-michel,2011.0,50000.0,Brut
fanget-michel,2012.0,50000.0,Brut
fanget-michel,2013.0,50000.0,Brut
fanget-michel,2014.0,50000.0,Brut
fanget-michel,2015.0,50000.0,Brut
fanget-michel,2016.0,50000.0,Brut
fanget-michel,2017.0,50000.0,Brut
fanget-michel,2011.0,17760.0,Net
fanget-michel,2012.0,17760.0,Net
fanget-michel,2013.0,17760.0,Net
fanget-michel,2014.0,17760.0,Net
fanget-michel,2015.0,17760.0,Net
fanget-michel,2016.0,17760.0,Net
fanget-michel,2017.0,8880.0,Net
fanget-michel,2011.0,0.0,Net
fanget-michel,2012.0,0.0,Net
fanget-michel,2013.0,0.0,Net
fanget-michel,2014.0,0.0,Net
fanget-michel,2015.0,0.0,Net
fanget-michel,2016.0,0.0,Net
fanget-michel,2016.0,21600.0,Net
fanget-michel,2017.0,21600.0,Net
pires-beaune-christine,2011.0,54879.0,Net
pires-beaune-christine,2012.0,53536.0,Net
pires-beaune-christine,2017.0,0.0,Brut
