noms,annees,remuneration,type
saddier-martial,2017.0,0.0,Brut
saddier-martial,2017.0,0.0,Brut
saddier-martial,2012.0,48445.0,Net
saddier-martial,2013.0,48471.0,Net
saddier-martial,2014.0,47958.0,Net
saddier-martial,2015.0,47307.0,Net
saddier-martial,2016.0,45980.0,Net
saddier-martial,2017.0,31804.0,Net
saddier-martial,2011.0,0.0,Brut
saddier-martial,2012.0,0.0,Brut
saddier-martial,2013.0,0.0,Brut
saddier-martial,2014.0,0.0,Brut
saddier-martial,2015.0,0.0,Brut
saddier-martial,2016.0,0.0,Brut
saddier-martial,2017.0,0.0,Brut
saddier-martial,2013.0,0.0,Brut
saddier-martial,2014.0,0.0,Brut
saddier-martial,2015.0,0.0,Brut
saddier-martial,2016.0,0.0,Brut
saddier-martial,2017.0,0.0,Brut
saddier-martial,2018.0,0.0,Brut
saddier-martial,2011.0,0.0,Brut
saddier-martial,2012.0,0.0,Brut
saddier-martial,2013.0,0.0,Brut
saddier-martial,2014.0,0.0,Brut
saddier-martial,2015.0,0.0,Brut
saddier-martial,2016.0,0.0,Brut
saddier-martial,2017.0,0.0,Brut
saddier-martial,2017.0,4890.0,Net
saddier-martial,2017.0,0.0,Brut
saddier-martial,2018.0,0.0,Brut
saddier-martial,2017.0,0.0,Brut
saddier-martial,2018.0,0.0,Brut
saddier-martial,2018.0,0.0,Brut
saddier-martial,2018.0,0.0,Net
de-courson-yolaine,2011.0,60000.0,Brut
de-courson-yolaine,2012.0,60000.0,Brut
de-courson-yolaine,2013.0,60000.0,Brut
de-courson-yolaine,2014.0,60000.0,Brut
de-courson-yolaine,2015.0,60000.0,Brut
de-courson-yolaine,2016.0,30000.0,Brut
de-courson-yolaine,2014.0,6864.0,Brut
de-courson-yolaine,2015.0,6864.0,Brut
de-courson-yolaine,2016.0,6864.0,Brut
de-courson-yolaine,2017.0,4576.0,Brut
de-courson-yolaine,2014.0,0.0,Brut
de-courson-yolaine,2015.0,0.0,Brut
de-courson-yolaine,2016.0,0.0,Brut
de-courson-yolaine,2017.0,0.0,Brut
delatte-remi,2012.0,25976.0,Brut
delatte-remi,2013.0,-9940.0,Brut
delatte-remi,2014.0,-11916.0,Brut
delatte-remi,2015.0,8448.0,Brut
delatte-remi,2016.0,-8038.0,Brut
delatte-remi,2017.0,0.0,Brut
delatte-remi,2017.0,0.0,Brut
delatte-remi,2018.0,0.0,Brut
delatte-remi,2019.0,0.0,Brut
delatte-remi,2017.0,12507.0,Brut
delatte-remi,2018.0,12090.0,Brut
delatte-remi,2019.0,0.0,Brut
delatte-remi,2017.0,-8038.0,Brut
delatte-remi,2018.0,0.0,Brut
delatte-remi,2019.0,0.0,Brut
delatte-remi,2017.0,0.0,Brut
delatte-remi,2017.0,8269.0,Net
delatte-remi,2017.0,0.0,Brut
delatte-remi,2018.0,0.0,Brut
delatte-remi,2019.0,0.0,Brut
khattabi-fadila,2011.0,16250.0,Net
khattabi-fadila,2012.0,16900.0,Net
khattabi-fadila,2013.0,17550.0,Net
khattabi-fadila,2014.0,18200.0,Net
khattabi-fadila,2015.0,18850.0,Net
khattabi-fadila,2016.0,13780.0,Net
khattabi-fadila,2017.0,8630.0,Net
khattabi-fadila,2014.0,0.0,Net
khattabi-fadila,2015.0,0.0,Net
khattabi-fadila,2016.0,0.0,Net
khattabi-fadila,2017.0,0.0,Net
martin-didier,2012.0,52107.0,Net
martin-didier,2013.0,52299.0,Net
martin-didier,2014.0,56491.0,Net
martin-didier,2015.0,55760.0,Net
martin-didier,2016.0,55800.0,Net
martin-didier,2017.0,24000.0,Net
martin-didier,2012.0,0.0,Net
martin-didier,2013.0,0.0,Net
martin-didier,2014.0,0.0,Net
martin-didier,2015.0,0.0,Net
martin-didier,2016.0,0.0,Net
martin-didier,2017.0,0.0,Net
martin-didier,2012.0,41000.0,Net
martin-didier,2013.0,41340.0,Net
martin-didier,2014.0,39841.0,Net
martin-didier,2015.0,52933.0,Net
martin-didier,2016.0,39225.0,Net
martin-didier,2017.0,13968.0,Net
martin-didier,2014.0,23358.0,Net
martin-didier,2015.0,23387.0,Net
martin-didier,2016.0,23291.0,Net
martin-didier,2017.0,11687.0,Net
paris-didier,2011.0,187500.0,Net
paris-didier,2012.0,188400.0,Net
paris-didier,2013.0,197000.0,Net
paris-didier,2014.0,201573.0,Net
paris-didier,2015.0,234500.0,Net
paris-didier,2016.0,240800.0,Net
paris-didier,2017.0,161300.0,Net
paris-didier,2011.0,0.0,Net
paris-didier,2012.0,0.0,Net
paris-didier,2013.0,0.0,Net
paris-didier,2011.0,0.0,Net
paris-didier,2012.0,0.0,Net
paris-didier,2013.0,0.0,Net
paris-didier,2014.0,0.0,Net
paris-didier,2015.0,0.0,Net
paris-didier,2016.0,0.0,Net
paris-didier,2017.0,0.0,Net
alauzet-eric,2012.0,18243.0,Net
alauzet-eric,2013.0,15746.0,Net
alauzet-eric,2014.0,11243.0,Net
alauzet-eric,2015.0,6775.0,Net
alauzet-eric,2016.0,1522.0,Net
alauzet-eric,2017.0,0.0,Net
alauzet-eric,2012.0,61110.0,Net
alauzet-eric,2013.0,25426.0,Net
alauzet-eric,2014.0,5096.0,Net
alauzet-eric,2015.0,6388.0,Net
alauzet-eric,2016.0,5219.0,Net
alauzet-eric,2017.0,1896.0,Net
barbier-frederic,2013.0,0.0,Net
barbier-frederic,2014.0,2441.0,Net
barbier-frederic,2015.0,3094.0,Net
barbier-frederic,2015.0,15588.0,Net
barbier-frederic,2016.0,18560.0,Net
barbier-frederic,2017.0,18706.0,Net
barbier-frederic,2018.0,18900.0,Net
barbier-frederic,2019.0,18641.0,Net
charvier-fannette,2012.0,10071.0,Net
charvier-fannette,2012.0,1399.0,Net
charvier-fannette,2013.0,16723.0,Net
charvier-fannette,2014.0,19619.0,Net
charvier-fannette,2015.0,20347.0,Net
charvier-fannette,2016.0,17265.0,Net
charvier-fannette,2016.0,5433.0,Net
charvier-fannette,2017.0,12271.0,Net
genevard-annie,2016.0,0.0,Net
genevard-annie,2017.0,0.0,Net
genevard-annie,2018.0,0.0,Net
genevard-annie,2018.0,0.0,Brut
genevard-annie,2019.0,0.0,Brut
genevard-annie,2014.0,26321.0,Net
genevard-annie,2015.0,26128.0,Net
genevard-annie,2016.0,26245.0,Net
genevard-annie,2017.0,11921.0,Net
genevard-annie,2014.0,3706.0,Net
genevard-annie,2015.0,5206.0,Net
genevard-annie,2016.0,5217.0,Net
genevard-annie,2017.0,2467.0,Net
genevard-annie,2014.0,0.0,Net
genevard-annie,2015.0,0.0,Net
genevard-annie,2016.0,0.0,Net
genevard-annie,2017.0,0.0,Net
genevard-annie,2012.0,26796.0,Net
genevard-annie,2013.0,50262.0,Net
genevard-annie,2014.0,50006.0,Net
genevard-annie,2015.0,49576.0,Net
genevard-annie,2016.0,49065.0,Net
genevard-annie,2017.0,33307.0,Net
genevard-annie,2017.0,0.0,Brut
genevard-annie,2018.0,0.0,Brut
genevard-annie,2019.0,0.0,Brut
genevard-annie,2017.0,0.0,Brut
genevard-annie,2018.0,0.0,Brut
genevard-annie,2019.0,0.0,Brut
genevard-annie,2017.0,1834.0,Net
genevard-annie,2018.0,12458.0,Net
sommer-denis,2011.0,0.0,Brut
sommer-denis,2012.0,0.0,Brut
sommer-denis,2013.0,0.0,Brut
sommer-denis,2014.0,0.0,Brut
sommer-denis,2015.0,0.0,Brut
sommer-denis,2016.0,0.0,Brut
sommer-denis,2017.0,0.0,Brut
sommer-denis,2011.0,70389.0,Net
sommer-denis,2012.0,70234.0,Net
sommer-denis,2013.0,68105.0,Net
sommer-denis,2014.0,65294.0,Net
sommer-denis,2015.0,61860.0,Net
sommer-denis,2016.0,59753.0,Net
sommer-denis,2017.0,25200.0,Net
brulebois-danielle,2015.0,15490.0,Net
brulebois-danielle,2016.0,13405.0,Net
brulebois-danielle,2017.0,13405.0,Net
brulebois-danielle,2014.0,0.0,Net
brulebois-danielle,2015.0,0.0,Net
brulebois-danielle,2016.0,0.0,Net
brulebois-danielle,2017.0,0.0,Net
dalloz-marie-christine,2015.0,17238.0,Net
dalloz-marie-christine,2016.0,23094.0,Net
dalloz-marie-christine,2017.0,15348.0,Net
sermier-jean-marie,2011.0,0.0,Net
sermier-jean-marie,2012.0,0.0,Net
sermier-jean-marie,2013.0,0.0,Net
sermier-jean-marie,2014.0,0.0,Net
sermier-jean-marie,2015.0,0.0,Net
sermier-jean-marie,2016.0,0.0,Net
sermier-jean-marie,2017.0,0.0,Net
sermier-jean-marie,2015.0,0.0,Net
sermier-jean-marie,2016.0,0.0,Net
sermier-jean-marie,2017.0,0.0,Net
sermier-jean-marie,2018.0,0.0,Net
sermier-jean-marie,2015.0,0.0,Net
sermier-jean-marie,2016.0,0.0,Net
sermier-jean-marie,2017.0,0.0,Net
sermier-jean-marie,2017.0,0.0,Net
sermier-jean-marie,2018.0,0.0,Net
sermier-jean-marie,2011.0,0.0,Net
sermier-jean-marie,2012.0,0.0,Net
sermier-jean-marie,2013.0,0.0,Net
sermier-jean-marie,2014.0,0.0,Net
sermier-jean-marie,2015.0,0.0,Net
sermier-jean-marie,2016.0,0.0,Net
sermier-jean-marie,2017.0,0.0,Net
sermier-jean-marie,2018.0,0.0,Net
sermier-jean-marie,2016.0,0.0,Net
sermier-jean-marie,2017.0,0.0,Net
sermier-jean-marie,2018.0,0.0,Net
sermier-jean-marie,2014.0,0.0,Net
sermier-jean-marie,2015.0,0.0,Net
sermier-jean-marie,2016.0,0.0,Net
sermier-jean-marie,2017.0,0.0,Net
sermier-jean-marie,2016.0,0.0,Net
sermier-jean-marie,2017.0,0.0,Net
sermier-jean-marie,2011.0,0.0,Net
sermier-jean-marie,2012.0,0.0,Net
sermier-jean-marie,2013.0,0.0,Net
sermier-jean-marie,2014.0,0.0,Net
sermier-jean-marie,2015.0,0.0,Net
sermier-jean-marie,2016.0,0.0,Net
sermier-jean-marie,2017.0,0.0,Net
sermier-jean-marie,2018.0,0.0,Net
sermier-jean-marie,2017.0,0.0,Net
sermier-jean-marie,2018.0,0.0,Net
sermier-jean-marie,2017.0,0.0,Net
sermier-jean-marie,2018.0,0.0,Net
sermier-jean-marie,2017.0,0.0,Net
sermier-jean-marie,2018.0,0.0,Net
sermier-jean-marie,2011.0,0.0,Net
sermier-jean-marie,2012.0,0.0,Net
sermier-jean-marie,2013.0,0.0,Net
sermier-jean-marie,2014.0,0.0,Net
sermier-jean-marie,2011.0,20408.0,Net
sermier-jean-marie,2012.0,20325.0,Net
sermier-jean-marie,2013.0,18393.0,Net
sermier-jean-marie,2014.0,5394.0,Net
sermier-jean-marie,2011.0,5926.0,Net
sermier-jean-marie,2012.0,5908.0,Net
sermier-jean-marie,2013.0,5398.0,Net
sermier-jean-marie,2014.0,1345.0,Net
sermier-jean-marie,2014.0,20803.0,Net
sermier-jean-marie,2015.0,27779.0,Net
sermier-jean-marie,2016.0,27191.0,Net
sermier-jean-marie,2017.0,12828.0,Net
sermier-jean-marie,2018.0,0.0,Net
sermier-jean-marie,2018.0,0.0,Net
goulet-perrine,2012.0,30222.0,Net
goulet-perrine,2013.0,44254.0,Net
goulet-perrine,2014.0,39634.0,Net
goulet-perrine,2015.0,42124.0,Net
goulet-perrine,2016.0,43792.0,Net
goulet-perrine,2017.0,24506.0,Net
perrot-patrice,2011.0,47723.0,Net
perrot-patrice,2012.0,54710.0,Net
perrot-patrice,2013.0,79485.0,Net
perrot-patrice,2014.0,66107.0,Net
perrot-patrice,2015.0,76616.0,Net
perrot-patrice,2016.0,79827.0,Net
perrot-patrice,2017.0,27000.0,Net
perrot-patrice,2012.0,20399.0,Net
perrot-patrice,2013.0,218.0,Net
perrot-patrice,2014.0,7881.0,Net
perrot-patrice,2015.0,10659.0,Net
perrot-patrice,2016.0,12441.0,Net
perrot-patrice,2017.0,0.0,Net
perrot-patrice,2012.0,54710.0,Net
perrot-patrice,2013.0,79485.0,Net
perrot-patrice,2014.0,66107.0,Net
perrot-patrice,2015.0,76616.0,Net
perrot-patrice,2016.0,79287.0,Net
perrot-patrice,2017.0,2700.0,Net
perrot-patrice,2016.0,0.0,Net
perrot-patrice,2017.0,0.0,Net
bessot-ballot-barbara,2015.0,29399.0,Net
bessot-ballot-barbara,2016.0,30386.0,Net
bessot-ballot-barbara,2017.0,15891.0,Net
bessot-ballot-barbara,2012.0,30878.0,Net
bessot-ballot-barbara,2013.0,30726.0,Net
bessot-ballot-barbara,2014.0,28570.0,Net
bessot-ballot-barbara,2015.0,29399.0,Net
bessot-ballot-barbara,2016.0,30386.0,Net
bessot-ballot-barbara,2017.0,15891.0,Net
lejeune-christophe,2012.0,0.0,Net
lejeune-christophe,2013.0,13200.0,Net
lejeune-christophe,2014.0,16800.0,Net
lejeune-christophe,2015.0,27600.0,Net
lejeune-christophe,2016.0,30000.0,Net
lejeune-christophe,2017.0,0.0,Net
lejeune-christophe,2012.0,-22333.0,Net
lejeune-christophe,2013.0,-30117.0,Net
lejeune-christophe,2014.0,-9532.0,Net
lejeune-christophe,2015.0,-3247.0,Net
lejeune-christophe,2016.0,-11601.0,Net
lejeune-christophe,2017.0,0.0,Net
lejeune-christophe,2012.0,0.0,Net
lejeune-christophe,2013.0,12000.0,Net
lejeune-christophe,2014.0,12000.0,Net
lejeune-christophe,2015.0,0.0,Net
lejeune-christophe,2016.0,1200.0,Net
lejeune-christophe,2017.0,0.0,Net
lejeune-christophe,2016.0,14184.0,Net
lejeune-christophe,2017.0,6942.0,Net
corneloup-josiane-2422,2015.0,247696.0,Brut
corneloup-josiane-2422,2016.0,206213.0,Brut
corneloup-josiane-2422,2017.0,202359.0,Brut
corneloup-josiane-2422,2018.0,181579.0,Brut
corneloup-josiane-2422,2019.0,236544.0,Brut
corneloup-josiane-2422,2019.0,2700.0,Brut
corneloup-josiane-2422,2013.0,0.0,Brut
corneloup-josiane-2422,2014.0,0.0,Brut
corneloup-josiane-2422,2015.0,0.0,Brut
corneloup-josiane-2422,2016.0,0.0,Brut
corneloup-josiane-2422,2017.0,0.0,Brut
corneloup-josiane-2422,2018.0,0.0,Brut
corneloup-josiane-2422,2019.0,0.0,Brut
corneloup-josiane-2422,2018.0,0.0,Brut
corneloup-josiane-2422,2019.0,0.0,Brut
corneloup-josiane-2422,2015.0,1551.0,Net
corneloup-josiane-2422,2016.0,1551.0,Net
corneloup-josiane-2422,2017.0,1899.0,Net
corneloup-josiane-2422,2018.0,1843.0,Net
corneloup-josiane-2422,2019.0,1852.0,Net
corneloup-josiane-2422,2017.0,0.0,Net
corneloup-josiane-2422,2018.0,0.0,Net
corneloup-josiane-2422,2019.0,0.0,Net
corneloup-josiane-2422,2017.0,5782.0,Net
corneloup-josiane-2422,2018.0,5920.0,Net
corneloup-josiane-2422,2019.0,5925.0,Net
dirx-benjamin,2011.0,40021.0,Net
dirx-benjamin,2012.0,39339.0,Net
dirx-benjamin,2013.0,42974.0,Net
dirx-benjamin,2014.0,44606.0,Net
dirx-benjamin,2015.0,44590.0,Net
dirx-benjamin,2016.0,36104.0,Net
dirx-benjamin,2016.0,0.0,Net
dirx-benjamin,2017.0,0.0,Net
dirx-benjamin,2016.0,0.0,Net
dirx-benjamin,2017.0,0.0,Net
dirx-benjamin,2016.0,0.0,Net
dirx-benjamin,2017.0,0.0,Net
dirx-benjamin,2016.0,0.0,Net
dirx-benjamin,2017.0,0.0,Net
dirx-benjamin,2017.0,0.0,Net
gauvain-raphael,2011.0,153262.0,Net
gauvain-raphael,2012.0,141151.0,Net
gauvain-raphael,2013.0,209880.0,Net
gauvain-raphael,2014.0,157915.0,Net
gauvain-raphael,2015.0,197566.0,Net
gauvain-raphael,2016.0,200153.0,Net
gauvain-raphael,2017.0,90000.0,Net
rebeyrotte-remy,2013.0,16344.0,Net
rebeyrotte-remy,2014.0,16344.0,Net
rebeyrotte-remy,2015.0,30720.0,Net
rebeyrotte-remy,2011.0,0.0,Net
rebeyrotte-remy,2012.0,0.0,Net
rebeyrotte-remy,2013.0,0.0,Net
rebeyrotte-remy,2014.0,0.0,Net
rebeyrotte-remy,2015.0,0.0,Net
rebeyrotte-remy,2012.0,4800.0,Net
rebeyrotte-remy,2013.0,4800.0,Net
rebeyrotte-remy,2014.0,4800.0,Net
rebeyrotte-remy,2015.0,4800.0,Net
rebeyrotte-remy,2016.0,4800.0,Net
rebeyrotte-remy,2017.0,4800.0,Net
rebeyrotte-remy,2011.0,0.0,Net
rebeyrotte-remy,2012.0,0.0,Net
rebeyrotte-remy,2013.0,0.0,Net
rebeyrotte-remy,2014.0,0.0,Net
rebeyrotte-remy,2015.0,0.0,Net
rebeyrotte-remy,2016.0,0.0,Net
rebeyrotte-remy,2017.0,0.0,Net
rebeyrotte-remy,2013.0,0.0,Net
rebeyrotte-remy,2014.0,0.0,Net
rebeyrotte-remy,2015.0,0.0,Net
rebeyrotte-remy,2016.0,0.0,Net
rebeyrotte-remy,2017.0,0.0,Net
rebeyrotte-remy,2013.0,0.0,Net
rebeyrotte-remy,2014.0,0.0,Net
rebeyrotte-remy,2015.0,0.0,Net
rebeyrotte-remy,2016.0,0.0,Net
rebeyrotte-remy,2017.0,0.0,Net
rebeyrotte-remy,2012.0,0.0,Net
rebeyrotte-remy,2013.0,0.0,Net
rebeyrotte-remy,2014.0,0.0,Net
rebeyrotte-remy,2015.0,0.0,Net
rebeyrotte-remy,2016.0,0.0,Net
rebeyrotte-remy,2017.0,0.0,Net
rebeyrotte-remy,2014.0,0.0,Net
rebeyrotte-remy,2015.0,0.0,Net
rebeyrotte-remy,2016.0,0.0,Net
rebeyrotte-remy,2017.0,0.0,Net
rebeyrotte-remy,2011.0,0.0,Net
rebeyrotte-remy,2012.0,0.0,Net
rebeyrotte-remy,2013.0,0.0,Net
rebeyrotte-remy,2014.0,0.0,Net
rebeyrotte-remy,2015.0,0.0,Net
rebeyrotte-remy,2016.0,0.0,Net
rebeyrotte-remy,2017.0,0.0,Net
rebeyrotte-remy,2014.0,0.0,Net
rebeyrotte-remy,2015.0,0.0,Net
rebeyrotte-remy,2016.0,0.0,Net
rebeyrotte-remy,2017.0,0.0,Net
rebeyrotte-remy,2011.0,39600.0,Net
rebeyrotte-remy,2012.0,39600.0,Net
rebeyrotte-remy,2013.0,39600.0,Net
rebeyrotte-remy,2014.0,39600.0,Net
rebeyrotte-remy,2015.0,39600.0,Net
rebeyrotte-remy,2016.0,39600.0,Net
rebeyrotte-remy,2017.0,39600.0,Net
rebeyrotte-remy,2011.0,33600.0,Net
rebeyrotte-remy,2012.0,33600.0,Net
rebeyrotte-remy,2013.0,33600.0,Net
rebeyrotte-remy,2014.0,33600.0,Net
rebeyrotte-remy,2015.0,33600.0,Net
rebeyrotte-remy,2016.0,33600.0,Net
rebeyrotte-remy,2017.0,33600.0,Net
untermaier-cecile,2011.0,79652.0,Net
untermaier-cecile,2012.0,38342.0,Net
untermaier-cecile,2011.0,28739.0,Brut
untermaier-cecile,2012.0,33985.0,Brut
untermaier-cecile,2013.0,27849.0,Brut
untermaier-cecile,2014.0,30107.0,Brut
untermaier-cecile,2015.0,7526.0,Brut
untermaier-cecile,2011.0,28739.0,Brut
untermaier-cecile,2012.0,33985.0,Brut
untermaier-cecile,2013.0,27849.0,Brut
untermaier-cecile,2014.0,30107.0,Brut
untermaier-cecile,2015.0,7610.0,Brut
crouzet-michele-9861,2011.0,24970.0,Net
crouzet-michele-9861,2012.0,28203.0,Net
crouzet-michele-9861,2013.0,29716.0,Net
crouzet-michele-9861,2014.0,31657.0,Net
crouzet-michele-9861,2015.0,14506.0,Net
crouzet-michele-9861,2015.0,3980.0,Net
crouzet-michele-9861,2016.0,8672.0,Net
crouzet-michele-9861,2017.0,4276.0,Net
crouzet-michele-9861,2014.0,1850.0,Net
crouzet-michele-9861,2015.0,2284.0,Net
crouzet-michele-9861,2016.0,1837.0,Net
crouzet-michele-9861,2017.0,940.0,Net
crouzet-michele-9861,2015.0,21028.0,Brut
crouzet-michele-9861,2016.0,32028.0,Brut
crouzet-michele-9861,2017.0,18601.0,Brut
larrive-guillaume,2013.0,0.0,Brut
larrive-guillaume,2014.0,0.0,Brut
larrive-guillaume,2012.0,0.0,Brut
larrive-guillaume,2013.0,0.0,Brut
larrive-guillaume,2014.0,0.0,Brut
larrive-guillaume,2015.0,0.0,Brut
larrive-guillaume,2016.0,0.0,Brut
larrive-guillaume,2017.0,0.0,Brut
larrive-guillaume,2012.0,0.0,Brut
larrive-guillaume,2013.0,0.0,Brut
larrive-guillaume,2014.0,0.0,Brut
larrive-guillaume,2015.0,0.0,Brut
larrive-guillaume,2016.0,0.0,Brut
larrive-guillaume,2017.0,0.0,Brut
larrive-guillaume,2015.0,0.0,Brut
larrive-guillaume,2016.0,0.0,Brut
larrive-guillaume,2017.0,0.0,Brut
larrive-guillaume,2012.0,0.0,Brut
larrive-guillaume,2013.0,0.0,Brut
larrive-guillaume,2014.0,0.0,Brut
larrive-guillaume,2015.0,0.0,Brut
larrive-guillaume,2016.0,0.0,Brut
larrive-guillaume,2017.0,0.0,Brut
larrive-guillaume,2014.0,0.0,Brut
larrive-guillaume,2015.0,0.0,Brut
larrive-guillaume,2016.0,0.0,Brut
larrive-guillaume,2017.0,0.0,Brut
larrive-guillaume,2011.0,0.0,Brut
larrive-guillaume,2012.0,0.0,Brut
larrive-guillaume,2013.0,0.0,Brut
larrive-guillaume,2014.0,0.0,Brut
larrive-guillaume,2015.0,0.0,Brut
larrive-guillaume,2016.0,0.0,Brut
larrive-guillaume,2017.0,0.0,Brut
larrive-guillaume,2017.0,0.0,Brut
larrive-guillaume,2011.0,0.0,Brut
larrive-guillaume,2012.0,0.0,Brut
larrive-guillaume,2013.0,0.0,Brut
larrive-guillaume,2014.0,0.0,Brut
larrive-guillaume,2015.0,0.0,Brut
larrive-guillaume,2016.0,0.0,Brut
larrive-guillaume,2017.0,0.0,Brut
villiers-andre-8973,2011.0,5441.0,Net
villiers-andre-8973,2012.0,3494.0,Net
villiers-andre-8973,2013.0,0.0,Net
villiers-andre-8973,2014.0,-25234.0,Net
villiers-andre-8973,2015.0,-10731.0,Net
villiers-andre-8973,2014.0,3468.0,Brut
villiers-andre-8973,2015.0,10397.0,Brut
villiers-andre-8973,2016.0,10294.0,Brut
villiers-andre-8973,2017.0,5568.0,Brut
villiers-andre-8973,2012.0,50034.0,Brut
villiers-andre-8973,2013.0,66145.0,Brut
villiers-andre-8973,2014.0,66145.0,Brut
villiers-andre-8973,2015.0,66145.0,Brut
villiers-andre-8973,2016.0,66343.0,Brut
villiers-andre-8973,2017.0,37163.0,Brut
boucard-ian,2011.0,4200.0,Net
boucard-ian,2012.0,9310.0,Net
boucard-ian,2012.0,168.0,Net
boucard-ian,2012.0,676.0,Net
boucard-ian,2012.0,73.0,Net
boucard-ian,2013.0,1619.0,Net
boucard-ian,2013.0,2804.0,Net
boucard-ian,2013.0,8323.0,Net
boucard-ian,2014.0,19811.0,Net
boucard-ian,2015.0,30401.0,Net
boucard-ian,2016.0,30599.0,Net
boucard-ian,2017.0,4216.0,Net
boucard-ian,2013.0,6111.0,Brut
boucard-ian,2015.0,0.0,Brut
boucard-ian,2016.0,0.0,Brut
boucard-ian,2017.0,0.0,Brut
boucard-ian,2018.0,0.0,Brut
boucard-ian,2014.0,0.0,Net
boucard-ian,2015.0,0.0,Net
boucard-ian,2016.0,0.0,Net
boucard-ian,2017.0,0.0,Net
boucard-ian,2018.0,0.0,Net
boucard-ian,2017.0,0.0,Brut
boucard-ian,2014.0,14013.0,Brut
boucard-ian,2015.0,19200.0,Brut
boucard-ian,2016.0,19257.0,Brut
boucard-ian,2017.0,9705.0,Brut
boucard-ian,2018.0,0.0,Brut
boucard-ian,2014.0,12801.0,Brut
boucard-ian,2015.0,18288.0,Brut
boucard-ian,2016.0,18342.0,Brut
boucard-ian,2014.0,0.0,Brut
boucard-ian,2015.0,0.0,Brut
boucard-ian,2016.0,0.0,Brut
boucard-ian,2017.0,0.0,Brut
boucard-ian,2017.0,7967.0,Brut
boucard-ian,2018.0,0.0,Brut
zumkeller-michel,2014.0,0.0,Brut
zumkeller-michel,2015.0,0.0,Brut
zumkeller-michel,2016.0,0.0,Brut
zumkeller-michel,2017.0,0.0,Brut
zumkeller-michel,2017.0,0.0,Brut
zumkeller-michel,2017.0,0.0,Brut
zumkeller-michel,2014.0,0.0,Brut
zumkeller-michel,2015.0,0.0,Brut
zumkeller-michel,2016.0,0.0,Brut
zumkeller-michel,2017.0,0.0,Brut
zumkeller-michel,2016.0,0.0,Brut
zumkeller-michel,2017.0,0.0,Brut
berville-herve,2013.0,2858.0,Net
berville-herve,2014.0,24264.0,Net
berville-herve,2015.0,22503.0,Net
berville-herve,2016.0,22531.0,Brut
berville-herve,2016.0,0.0,Brut
berville-herve,2017.0,19900.0,Brut
bothorel-eric,2017.0,6600.0,Brut
bothorel-eric,2016.0,18400.0,Brut
bothorel-eric,2017.0,2300.0,Brut
bothorel-eric,2011.0,19197.0,Net
bothorel-eric,2012.0,25596.0,Net
bothorel-eric,2013.0,25596.0,Net
bothorel-eric,2014.0,25596.0,Net
bothorel-eric,2015.0,6399.0,Net
bothorel-eric,2017.0,0.0,Brut
bothorel-eric,2011.0,19197.0,Net
bothorel-eric,2012.0,25596.0,Net
bothorel-eric,2013.0,25596.0,Net
bothorel-eric,2014.0,25596.0,Net
bothorel-eric,2015.0,6399.0,Net
bothorel-eric,2011.0,0.0,Brut
bothorel-eric,2012.0,0.0,Brut
bothorel-eric,2013.0,0.0,Brut
bothorel-eric,2014.0,0.0,Brut
bothorel-eric,2015.0,0.0,Brut
bothorel-eric,2011.0,0.0,Brut
bothorel-eric,2012.0,0.0,Brut
bothorel-eric,2013.0,0.0,Brut
bothorel-eric,2014.0,0.0,Brut
bothorel-eric,2015.0,0.0,Brut
bothorel-eric,2014.0,6840.0,Brut
bothorel-eric,2015.0,1710.0,Brut
bothorel-eric,2014.0,0.0,Brut
bothorel-eric,2015.0,0.0,Brut
bothorel-eric,2016.0,0.0,Brut
bothorel-eric,2017.0,0.0,Brut
joncour-bruno,2014.0,67469.0,Net
joncour-bruno,2015.0,72870.0,Net
joncour-bruno,2016.0,72880.0,Net
joncour-bruno,2017.0,38945.0,Net
kerlogot-yannick,2012.0,25780.0,Net
kerlogot-yannick,2013.0,27070.0,Net
kerlogot-yannick,2014.0,27177.0,Net
kerlogot-yannick,2015.0,21002.0,Net
kerlogot-yannick,2016.0,11804.0,Net
kerlogot-yannick,2017.0,5004.0,Net
kerlogot-yannick,2012.0,3542.0,Net
kerlogot-yannick,2013.0,3538.0,Net
kerlogot-yannick,2014.0,1178.0,Net
kerlogot-yannick,2012.0,8476.0,Net
kerlogot-yannick,2013.0,2157.0,Net
kerlogot-yannick,2013.0,582.0,Net
kerlogot-yannick,2014.0,775.0,Net
kerlogot-yannick,2015.0,735.0,Net
kerlogot-yannick,2016.0,722.0,Net
kerlogot-yannick,2017.0,359.0,Net
kerlogot-yannick,2014.0,5701.0,Net
kerlogot-yannick,2015.0,8071.0,Net
kerlogot-yannick,2016.0,7273.0,Net
kerlogot-yannick,2017.0,0.0,Net
kerlogot-yannick,2015.0,14942.0,Net
kerlogot-yannick,2016.0,16856.0,Net
kerlogot-yannick,2017.0,10010.0,Net
le-fur-marc,2015.0,1064.0,Net
le-fur-marc,2016.0,21648.0,Net
le-fur-marc,2017.0,19375.0,Net
le-fur-marc,2018.0,21509.0,Net
balanant-erwan,2012.0,9177.0,Net
balanant-erwan,2013.0,9177.0,Net
balanant-erwan,2014.0,4305.0,Net
balanant-erwan,2015.0,4027.0,Net
balanant-erwan,2016.0,9985.0,Net
balanant-erwan,2017.0,4016.0,Net
balanant-erwan,2014.0,808.0,Net
balanant-erwan,2015.0,808.0,Net
